s_no,timestamp,report_week,hospital_code,hospital_type,federal_entity,administrative_entity,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,strike_medical_staff_affected,strike_nurses_affected,strike_other_staff_affected,strike_patients_affected,strike_other_affected,staff_violence_affected_reasons,epidemiological_emergency_suspected_diseases,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,nCoV_face_mask_avail,nCoV_respiratory_isolation_protocol_avail,nCoV_isolation_area_avail,operability_icu,operability_icu_p,operability_er,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_date_stopped_operability,rrt_reason_stopped_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_peritoneal_reason_not_performed,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,rrt_staff_nurse,rrt_staff_nurse_nephrologist,arch_beds_count,op_beds_count,op_beds_er_count,nutr_avail,nutr_operability,nutr_date_stopped_operability,nutr_reason_stopped_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wash_failure_sx
558,2019-08-25T00: 34: 58.266Z,34 2019,GUA000,type III,Gu√°rico,MPPS,None,It works every day,Do not,0,Yes,1,Within 3 days,1899-12-30T00: 10: 00.000Z,Do not,0,,0,,,,,,,,,Every day,Between 1 and 2 days,Every day,,,,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,There were no,Every day,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Days 3 to 5,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,S√,S√,,,8,2,,18,0,18,6,4,Every day,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,There were no,Every day,Every day,160,182,20,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,22,12,1,14,0,12,5,1,4,8,0,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
559,2019-06-08T15: 29: 48.091Z,"23, 2019",GUA000,type IV,Gu√°rico,MPPS,None,It works every day,Do not,0,Yes,1,Within 3 days,1899-12-30T00: 05: 00.000Z,Do not,0,,0,,,,,,,,,,,,,,,Does not exist,Does not exist,Does not exist,Does not exist,Does not exist,Days 3 to 5,nonoperating,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,There were no,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Days 3 to 5,Every day,Every day,Every day,Every day,S√,S√,,,6,1,,5,0,6,6,3,Every day,Every day,Every day,There were no,There were no,There were no,Every day,Every day,Every day,Every day,,Has never been,Every day,160,180,20,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,20,12,1,12,0,12,8,0,4,5,0,There was water every day,There was water every day,There was water every day
560,2019-06-03T19: 22: 23.920Z,22 2019,GUA000,type IV,Gu√°rico,MPPS,None,It works every day,Do not,0,Yes,1,Days 3 to 5,1899-12-30T00: 30: 00.000Z,Do not,0,,0,,,,,,,,,,,,,,,Does not exist,Does not exist,Does not exist,Does not exist,Does not exist,Days 3 to 5,nonoperating,Does not exist,Every day,Every day,Every day,Between 1 and 2 days,There were no,There were no,Every day,Every day,There were no,There were no,Every day,Every day,Between 1 and 2 days,Every day,Every day,Between 1 and 2 days,Every day,Every day,Between 1 and 2 days,Every day,Every day,There were no,Every day,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,S√,S√,,,6,1,,5,0,6,6,3,Days 3 to 5,Every day,Every day,There were no,There were no,There were no,There were no,Every day,Every day,Every day,Every day,Has never been,Every day,160,180,20,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,22,12,1,12,0,12,6,1,4,5,0,There was water every day,There was water every day,There was water every day
561,2020-01-03T16: 21: 16.080Z,1 2020,GUA000,type III,Gu√°rico,MPPS,None,It works every day,Do not,0,Yes,1,Within 3 days,1899-12-30T00: 05: 00.000Z,Do not,0,,0,,,,,Protests without suspension of activities,,Violence against hospital staff by relatives,,Every day,There were no,Every day,,,,Every day,Every day,Every day,Every day,Less than 3 days,Less than 3 days,nonoperating,nonoperating,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Days 3 to 5,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,S√,S√,,,8,2,,18,0,18,6,4,Every day,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,There were no,Every day,Every day,160,140,22,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,16,8,2,14,0,16,5,1,4,12,0,There was water every day,"3 to 5 days, with alternate support",There was water every day
562,2019-10-26T03: 21: 30.057Z,43 2019,GUA000,type III,Gu√°rico,MPPS,None,It works every day,Do not,0,Yes,1,Within 3 days,1899-12-30T00: 10: 00.000Z,Do not,0,,0,,,,,Protests without suspension of activities,,Violence against hospital staff by relatives,,Every day,There were no,Every day,,,,Every day,Every day,Every day,Every day,Every day,Less than 3 days,nonoperating,nonoperating,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,There were no,Days 3 to 5,Every day,Every day,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,Days 3 to 5,Every day,Every day,Every day,Every day,S√,S√,,,8,2,,18,0,18,6,4,Every day,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,There were no,Every day,Every day,160,170,16,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,20,12,1,16,0,12,5,1,4,10,0,There was water every day,There was water every day,There was water every day
563,2019-09-22T03: 49: 42.314Z,38 of 2019,GUA000,type III,Gu√°rico,MPPS,None,It works every day,Do not,0,Yes,3,Every day,1899-12-30T03: 00: 00.000Z,Do not,1,Medicines,0,,,,,Protests without suspension of activities,,Violence against hospital staff by relatives,,Every day,Every day,Every day,,,,nonoperating,Every day,Every day,Every day,Every day,Days 3 to 5,nonoperating,nonoperating,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Between 1 and 2 days,There were no,Days 3 to 5,Every day,Every day,Between 1 and 2 days,Every day,Every day,There were no,Every day,Every day,Between 1 and 2 days,Every day,Every day,There were no,Every day,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,S√,S√,,,8,2,,18,0,18,6,4,Every day,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,There were no,Every day,Every day,160,182,16,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,22,12,1,12,0,12,5,0,4,8,0,There was water every day,There was water every day,There was water every day
564,2020-01-24T19: 03: 13.672Z,4 2020,GUA000,type III,Gu√°rico,MPPS,None,It works every day,Do not,0,Yes,2,Within 3 days,1899-12-30T00: 05: 00.000Z,Do not,0,,0,,,,,Protests without suspension of activities,,Violence against hospital staff by relatives,,Every day,There were no,Every day,Option 1,Do not,S√,Every day,Every day,Every day,Every day,Less than 3 days,Days 3 to 5,nonoperating,nonoperating,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,S√,S√,,,8,2,,18,0,18,6,4,Every day,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,There were no,Every day,Every day,160,152,22,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,24,12,2,14,0,14,5,2,4,12,0,There was water every day,"3 to 5 days, with alternate support",There was water every day
565,2019-09-08T04: 46: 33.448Z,36 2019,GUA000,type III,Gu√°rico,MPPS,None,It works every day,Do not,0,Yes,2,Within 3 days,1899-12-30T00: 50: 00.000Z,Do not,0,,0,,,,,Protests without suspension of activities,,Violence against hospital staff by relatives,,There were no,There were no,Every day,,,,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,Every day,Every day,Every day,Every day,Between 1 and 2 days,Every day,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,S√,S√,,,8,2,,18,0,18,6,4,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,There were no,Every day,Every day,160,182,20,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,22,12,1,12,0,14,5,1,4,8,0,There was water every day,There was water every day,There was water every day
924,2019-08-03T16: 47: 40.782Z,"31, 2019",LAR000,type IV,Lara,MPPS,,It works every day,Do not,NA,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,1,Human resource,0,,,,,,,,,Every day,There were no,There were no,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,nonoperating,Every day,Every day,Every day,Every day,Days 3 to 5,There were no,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,Every day,Every day,There were no,Every day,Days 3 to 5,There were no,Every day,Every day,Days 3 to 5,Every day,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Every day,Every day,S√,S√,,,35,0,Lack of input methods © Physicians,35,0,35,15,15,Every day,Every day,Every day,There were no,There were no,There were no,There were no,Every day,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,545,490,66,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T13: 00: 00.000Z,1899-12-30T15: 00: 00.000Z,4,1,3,6,0,3,1,2,6,6,0,There was water every day,There was water every day,There was water every day
925,2019-07-29T23: 23: 59.713Z,30 2019,LAR000,type IV,Lara,MPPS,,It works every day,Do not,NA,Yes,4,Within 3 days,1899-12-30T00: 00: 30.000Z,Do not,0,,0,,,,,,,,,Days 3 to 5,There were no,There were no,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,nonoperating,Every day,Every day,Every day,Every day,Days 3 to 5,There were no,Days 3 to 5,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Every day,Every day,There were no,Every day,There were no,There were no,Every day,Every day,Days 3 to 5,Every day,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Every day,Every day,S√,S√,,,30,0,,30,0,30,15,15,Every day,Every day,Every day,There were no,There were no,There were no,There were no,Every day,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,545,490,66,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T13: 00: 00.000Z,1899-12-30T10: 00: 00.000Z,4,2,3,6,0,3,2,2,5,5,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
926,2019-06-24T23: 18: 06.993Z,24 2019,LAR000,type IV,Lara,MPPS,,It works every day,Do not,NA,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,3,Medicines,2,"Drugs, lack of towels",,,,,,,,Every day,There were no,There were no,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,nonoperating,Days 3 to 5,Every day,Every day,Every day,There were no,Days 3 to 5,There were no,Every day,There were no,There were no,Days 3 to 5,Days 3 to 5,Every day,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,There were no,There were no,Every day,Every day,Every day,Every day,There were no,Every day,Every day,S√,S√,,,20,0,Lack of input methods © Physicians,20,20,0,15,7,Every day,Every day,Every day,There were no,There were no,There were no,There were no,any public day,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,545,490,60,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T15: 00: 00.000Z,1899-12-30T10: 00: 00.000Z,4,2,2,6,4,3,2,2,7,5,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
927,2019-06-08T21: 56: 14.725Z,"23, 2019",LAR000,type IV,Lara,MPPS,,It works every day,Do not,NA,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0,,0,,,,,,,,,,,,,,,Does not exist,Has never been,Does not exist,Does not exist,nonoperating,Days 3 to 5,nonoperating,Days 3 to 5,Every day,Every day,Every day,There were no,Days 3 to 5,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Every day,Every day,S√,S√,,,30,0,,30,0,30,10,7,Every day,Every day,Every day,There were no,Every day,There were no,There were no,any public day,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,545,480,60,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T10: 00: 00.000Z,1899-12-30T09: 00: 00.000Z,5,2,4,6,3,3,2,3,7,6,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
928,2019-07-10T01: 51: 15.969Z,"26, 2019",LAR000,type IV,Lara,MPPS,,It works every day,Do not,NA,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,2,Medicines,0,,,,,,,,,Every day,There were no,Every day,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,nonoperating,Days 3 to 5,Every day,Every day,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,There were no,Every day,Every day,There were no,Every day,There were no,There were no,Every day,Every day,Every day,Every day,There were no,Every day,Every day,S√,S√,,,55,0,Lack of surgical equipment,55,0,55,15,11,Every day,Every day,Every day,There were no,There were no,There were no,There were no,Days 3 to 5,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,545,490,65,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T13: 00: 00.000Z,1899-12-30T07: 00: 00.000Z,5,2,4,5,3,3,2,3,6,6,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
929,2019-07-10T01: 34: 51.392Z,25 2019,LAR000,type IV,Lara,MPPS,,It works every day,Do not,NA,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,3,Medicines,0,,,,,,,,,Every day,There were no,Every day,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,nonoperating,Days 3 to 5,Every day,Every day,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,There were no,There were no,Between 1 and 2 days,There were no,Every day,There were no,Days 3 to 5,There were no,There were no,Every day,Every day,There were no,Every day,There were no,There were no,Every day,Every day,Every day,Every day,There were no,Every day,Every day,S√,S√,,,45,0,Lack of surgical equipment,45,0,45,15,11,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,There were no,Days 3 to 5,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,545,490,65,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T15: 00: 00.000Z,1899-12-30T12: 00: 00.000Z,5,2,4,6,2,3,2,3,6,5,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
930,2019-07-18T21: 03: 42.066Z,27 2019,LAR000,type IV,Lara,MPPS,,It works every day,Do not,NA,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,2,Medicines,1,anesthetics and compresses gases were completed,,,,,,,TBC health personnel,Every day,There were no,Days 3 to 5,,,,Every day,nonoperating,Every day,Every day,nonoperating,Days 3 to 5,nonoperating,Days 3 to 5,Every day,Every day,Every day,There were no,There were no,Days 3 to 5,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Every day,Every day,There were no,Every day,There were no,There were no,Every day,Every day,Days 3 to 5,Every day,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Every day,Every day,S√,S√,,,55,0,,55,0,55,15,11,Every day,Every day,Every day,There were no,There were no,There were no,There were no,Every day,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,545,490,66,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T14: 00: 00.000Z,1899-12-30T10: 00: 00.000Z,5,2,3,6,4,3,2,2,6,5,0,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
931,2019-07-22T11: 23: 19.423Z,29 2019,LAR000,type IV,Lara,MPPS,,It works every day,Do not,0,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,2,Medicines,0,,,,,,,,,Every day,There were no,There were no,,,,Every day,nonoperating,Every day,Every day,nonoperating,Days 3 to 5,nonoperating,Every day,Every day,Every day,Every day,There were no,Days 3 to 5,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,Every day,Every day,There were no,Every day,There were no,There were no,Every day,Every day,Days 3 to 5,Every day,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Every day,Every day,S√,S√,,,35,0,,35,0,35,15,11,Every day,Every day,Every day,There were no,There were no,There were no,There were no,Every day,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,545,490,66,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T13: 00: 00.000Z,1899-12-30T11: 00: 00.000Z,4,2,3,6,0,3,2,2,6,6,0,There was water every day,There was water every day,There was water every day
932,2019-06-08T21: 15: 54.180Z,22 2019,LAR000,type IV,Lara,MPPS,,It works every day,Do not,NA,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,3,Medicines,0,,,,,,,,Gillan Barre Syndrome ©,,,,,,,Does not exist,Has never been,Does not exist,Does not exist,nonoperating,Days 3 to 5,nonoperating,Days 3 to 5,Every day,Every day,Every day,There were no,Days 3 to 5,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Every day,Every day,S√,S√,,,40,1,,19,1,19,20,7,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,any public day,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,545,480,60,S√,S√,,,Days 3 to 5,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T12: 00: 00.000Z,1899-12-30T15: 00: 00.000Z,5,2,4,5,3,3,2,3,7,5,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
933,2019-07-15T02: 11: 09.508Z,27 2019,LAR000,type IV,Lara,MPPS,,It works every day,Do not,0,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,1,Medicines,0,,,,,,,,TBC health personnel,Every day,There were no,Days 3 to 5,,,,Every day,nonoperating,Every day,Every day,nonoperating,Days 3 to 5,nonoperating,Less than 3 days,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,Days 3 to 5,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Days 3 to 5,Days 3 to 5,Every day,There were no,There were no,Every day,Every day,Every day,Every day,There were no,Every day,Every day,S√,S√,,,50,0,Lack of surgical equipment,50,0,50,15,11,Every day,Every day,Every day,There were no,There were no,There were no,There were no,Every day,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,545,490,65,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T16: 00: 00.000Z,1899-12-30T13: 00: 00.000Z,5,2,3,6,3,3,2,3,6,5,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
934,2019-07-19T21: 47: 43.166Z,"28, 2019",LAR000,type IV,Lara,MPPS,,It works every day,Do not,NA,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,2,Medicines,0,,,,,,,,,Every day,There were no,There were no,,,,Every day,nonoperating,Every day,Every day,nonoperating,Days 3 to 5,nonoperating,Every day,Every day,Every day,Every day,There were no,There were no,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Every day,Every day,S√,S√,,,35,0,,35,7,28,15,11,Every day,Every day,Every day,There were no,There were no,There were no,There were no,Every day,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,545,490,66,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T15: 00: 00.000Z,1899-12-30T13: 00: 00.000Z,4,2,3,6,4,2,1,2,6,6,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
935,2019-07-21T18: 02: 20.694Z,"28, 2019",LAR000,type IV,Lara,MPPS,,It works every day,Do not,NA,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0,,0,,,,,,,,,Every day,There were no,There were no,,,,Every day,nonoperating,Every day,Every day,nonoperating,Days 3 to 5,nonoperating,Days 3 to 5,Every day,Every day,Every day,There were no,There were no,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,Every day,Days 3 to 5,There were no,Every day,Every day,There were no,Every day,Every day,Days 3 to 5,Every day,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Every day,Every day,S√,S√,,,35,0,,35,0,35,15,11,Every day,Every day,Every day,There were no,There were no,There were no,There were no,Every day,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,545,490,66,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T13: 00: 00.000Z,1899-12-30T08: 00: 00.000Z,4,2,3,6,0,3,1,2,6,5,0,There was water every day,There was water every day,There was water every day
566,2019-09-15T21: 43: 44.499Z,37 2019,MER000,type IV,Nueva Esparta,MPPS,,It works every day,S√,0,Yes,2,Within 3 days,1899-12-30T02: 00: 00.000Z,Do not,0,DIED OF THE CONDITION,0,DIED OF THE CONDITION,Protests without suspension of activities,Protests without suspension of activities,,,Protests without suspension of activities,"Theft, robbery or shooting inside the hospital.",,Days 3 to 5,Every day,Days 3 to 5,,,,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Every day,S√,S√,,,10,0,Lack of surgical material lack of input method © physicians,8,2,6,9,4,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Every day,Every day,There were no,Every day,Every day,Every day,827,623,68,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T03: 00: 00.000Z,1899-12-30T02: 00: 00.000Z,3,2,1,4,0,2,1,1,3,2,0,There was water every day,There was water every day,There was water every day
